Date,Close,Volume,CashInflow,Outlier_IQR
2017-06-02,36.20889663696289,111082800,4022185623.3444214,False
2017-06-05,35.85484313964844,101326800,3633056519.8425293,False
2017-06-06,35.97597885131836,106499600,3831427357.2738647,False
2017-06-07,36.19027328491211,84278400,3050058328.0151367,False
2017-06-08,36.101749420166016,85003200,3068764226.312256,False
2017-06-09,34.70185852050781,259530800,9006201103.314209,True
2017-06-12,33.87261199951172,289229200,9796948470.529175,True
2017-06-13,34.1451416015625,136661600,4666329683.496094,False
2017-06-14,33.81205749511719,126124800,4264538989.1601562,False
2017-06-15,33.60940170288086,128661600,4324239398.135376,False
2017-06-16,33.138885498046875,201444400,6675642905.822754,True
2017-06-19,34.0869140625,130165600,4436943621.09375,False
2017-06-20,33.77711486816406,99600400,3364214151.715088,False
2017-06-21,33.97743606567383,85063200,2890229439.541626,False
2017-06-22,33.921531677246094,76425200,2592459842.739868,False
2017-06-23,34.07294464111328,141757600,4830098857.25708,False
2017-06-26,33.96578598022461,102769600,3490650238.873291,False
2017-06-27,33.47895431518555,99047600,3316010075.428772,False
2017-06-28,33.96812057495117,88329600,3000390503.137207,False
2017-06-29,33.46731948852539,125997600,4216801933.9874268,False
2017-06-30,33.54651641845703,92096400,3089513394.680786,False
2017-07-03,33.42539596557617,57111200,1908964474.0692139,False
2017-07-05,33.56281661987305,86278400,2895746117.4560547,False
2017-07-06,33.246036529541016,96515200,3208747864.855957,False
2017-07-07,33.58378601074219,76806800,2579463135.369873,False
2017-07-10,33.78876876831055,84362400,2850501626.3397217,False
2017-07-11,33.89824676513672,79127200,2682273351.434326,False
2017-07-12,33.9471549987793,99538000,3379031914.2684937,False
2017-07-13,34.42000198364258,100797600,3469453591.946411,False
2017-07-14,34.71581268310547,80528400,2795608850.0701904,False
2017-07-17,34.83694839477539,95174000,3315571726.524353,False
2017-07-18,34.958072662353516,71475200,2498635235.15625,False
2017-07-19,35.177024841308594,83692000,2944035563.018799,False
2017-07-20,35.01863098144531,68974800,2415403068.218994,False
2017-07-21,35.00233459472656,105010400,3675609156.726074,False
2017-07-24,35.4262580871582,85972800,3045694601.275635,False
2017-07-25,35.57765579223633,75415600,2683110258.164978,False
2017-07-26,35.745365142822266,63124000,2256390429.2755127,False
2017-07-27,35.069881439208984,129905200,4555759962.336731,False
2017-07-28,34.822967529296875,68854800,2397728464.6362305,False
2017-07-31,34.643611907958984,79383600,2750134630.256653,False
2017-08-01,34.951080322265625,141474400,4944683117.944336,False
2017-08-02,36.6025505065918,279747200,10239461017.077637,True
2017-08-03,36.236846923828125,108389200,3927682848.5961914,False
2017-08-04,36.4278450012207,82239600,2995811401.76239,False
2017-08-07,36.991546630859375,87481200,3236064889.123535,False
2017-08-08,37.28737258911133,144823600,5400091532.896423,False
2017-08-09,37.51564407348633,104526000,3921360212.425232,False
2017-08-10,36.32069778442383,163217200,5928162594.419861,False
2017-08-11,36.82579803466797,105028400,3867754646.3043213,False
2017-08-14,37.380008697509766,88490800,3307786873.649597,False
2017-08-15,37.789241790771484,117862000,4453915615.943909,False
2017-08-16,37.63722229003906,110686400,4165928641.2841797,False
2017-08-17,36.91465759277344,111762400,4125670727.746582,False
2017-08-18,36.83047866821289,109712400,4040760207.83844,False
2017-08-21,36.762657165527344,105474000,3877504501.876831,False
2017-08-22,37.36363983154297,86418400,3228905972.418213,False
2017-08-23,37.4104118347168,77596400,2902913280.8914185,False
2017-08-24,37.24437713623047,79275600,2952570344.100952,False
2017-08-25,37.38234329223633,101920400,3810023381.2820435,False
2017-08-28,37.75883483886719,103864000,3921783621.7041016,False
2017-08-29,38.09557342529297,118067600,4497852924.94812,False
2017-08-30,38.19847106933594,109078400,4166628106.689453,False
2017-08-31,38.3504638671875,107140400,4108884038.9160156,False
2017-09-01,38.36215591430664,66364400,2545881459.9594116,False
2017-09-05,37.901485443115234,117874000,4467599695.121765,False
2017-09-06,37.861732482910156,86606800,3279083492.8009033,False
2017-09-07,37.709716796875,87714000,3307670099.1210938,False
2017-09-08,37.0947265625,114446000,4245343076.171875,False
2017-09-11,37.76584243774414,126323200,4770702067.431641,False
2017-09-12,37.616188049316406,286856000,10790429239.074707,True
2017-09-13,37.3332405090332,179629600,6706155059.341431,True
2017-09-14,37.01287078857422,95042800,3517806875.7843018,False
2017-09-15,37.38702392578125,196458400,7344994901.220703,True
2017-09-18,37.10407257080078,113077600,4195639476.5319824,False
2017-09-19,37.118099212646484,83242400,3089799661.8988037,False
2017-09-20,36.4960823059082,211805600,7730074610.4522705,True
2017-09-21,35.869380950927734,150046800,5382085829.667664,False
2017-09-22,35.51861572265625,186581600,6627120151.318359,True
2017-09-25,35.20526123046875,177549200,6250665967.260742,False
2017-09-26,35.810916900634766,146640000,5251312854.309082,False
2017-09-27,36.0658073425293,102016800,3679318254.501343,False
2017-09-28,35.843650817871094,88022000,3155029832.2906494,False
2017-09-29,36.04008483886719,105199200,3791388092.980957,False
2017-10-02,35.96758270263672,74795200,2690202541.760254,False
2017-10-03,36.124271392822266,64921200,2345231047.947693,False
2017-10-04,35.890419006347656,80655200,2894748923.0407715,False
2017-10-05,36.337059020996094,85135200,3093562787.1643066,False
2017-10-06,36.31600570678711,69630400,2528698003.765869,False
2017-10-09,36.44229507446289,65051600,2370629602.26593,False
2017-10-10,36.456321716308594,62468000,2277353504.974365,False
2017-10-11,36.608314514160156,67622400,2475542087.4023438,False
2017-10-12,36.479705810546875,64500400,2352955616.6625977,False
2017-10-13,36.711219787597656,65576800,2407404317.767334,False
2017-10-16,37.38702392578125,96486000,3607324390.5029297,False
2017-10-17,37.52499771118164,75989200,2851494556.074524,False
2017-10-18,37.35896301269531,65496800,2446892528.6499023,False
2017-10-19,36.47503662109375,170336800,6213041017.919922,False
2017-10-20,36.53817367553711,95896400,3503879318.058777,False
2017-10-23,36.519447326660156,87937200,3211417943.4539795,False
2017-10-24,36.73693084716797,71028800,2609380113.757324,False
2017-10-25,36.575584411621094,84828400,3102648304.702759,False
2017-10-26,36.80942916870117,68002000,2503114802.330017,False
2017-10-27,38.12831115722656,177816800,6779854279.382324,True
2017-10-30,38.98651123046875,178803200,6970912964.84375,True
2017-10-31,39.52903366088867,144187200,5699580682.269287,False
2017-11-01,39.026275634765625,134551200,5251032218.188477,False
2017-11-02,39.311553955078125,165573600,6508955509.936523,True
2017-11-03,40.338130950927734,237594400,9584114020.407104,True
2017-11-06,40.74736785888672,140105200,5708918123.3428955,False
2017-11-07,40.87831497192383,97446000,3983428280.7540894,False
2017-11-08,41.21272277832031,97638000,4023927826.6296387,False
2017-11-09,41.12853240966797,117930400,4850304278.485107,False
2017-11-10,40.99241638183594,100582000,4123099224.5178223,False
2017-11-13,40.828128814697266,67928400,2773389465.3762817,False
2017-11-14,40.21091079711914,99130000,3986107587.3184204,False
2017-11-15,39.6805305480957,116632400,4628035511.097717,False
2017-11-16,40.15458297729492,94550000,3796615820.503235,False
2017-11-17,39.931636810302734,87598000,3497931521.308899,False
2017-11-20,39.89174270629883,65049600,2594941906.3476562,False
2017-11-21,40.633365631103516,100525200,4084677206.739807,False
2017-11-22,41.06047058105469,102355600,4202769102.606201,False
2017-11-24,41.06282424926758,56106800,2303903667.588806,False
2017-11-27,40.856292724609375,82867200,3385646580.46875,False
2017-11-28,40.61691665649414,105715200,4293825467.7246094,False
2017-11-29,39.77439880371094,166665600,6629024041.259766,True
2017-11-30,40.33060836791992,166108800,6699268959.265137,True
2017-12-01,40.14286422729492,159037200,6384208726.689148,False
2017-12-04,39.84950637817383,130169600,5187194305.444336,False
2017-12-05,39.811946868896484,109400800,4355458837.0147705,False
2017-12-06,39.664093017578125,114240000,4531225986.328125,False
2017-12-07,39.73686218261719,102693200,4080705535.4919434,False
2017-12-08,39.74858474731445,93420800,3713344585.961914,False
2017-12-11,40.52304458618164,141095200,5717607080.496216,False
2017-12-12,40.295406341552734,77636800,3128406403.0578613,False
2017-12-13,40.429168701171875,95273600,3851832447.1679688,False
2017-12-14,40.41743087768555,81906000,3310430093.4677124,False
2017-12-15,40.828128814697266,160677200,6560149419.1848755,True
2017-12-18,41.40311050415039,117684400,4872500217.814636,False
2017-12-19,40.96189880371094,109745600,4495388161.352539,False
2017-12-20,40.917320251464844,93902400,3842234573.1811523,False
2017-12-21,41.072208404541016,83799600,3441834635.4171753,False
2017-12-22,41.072208404541016,65397600,2686023856.3568115,False
2017-12-26,40.03020095825195,132742000,5313688935.600281,False
2017-12-27,40.0372428894043,85992800,3442914620.339966,False
2017-12-28,40.14988708496094,65920800,2646712676.550293,False
2017-12-29,39.715728759765625,103999600,4130419904.724121,False
